variable,question,module,health_care_experience,coding
c4_47_8a,Decedent suffered other injury,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_8b,"Decedent suffered other injury, specified",Child,0,
c4_47_9,Don't know if decedent suffered injury,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_10,Refused to Answer if decedent suffered injury,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_11,Decedent did not suffer accident,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_48,Was the injury or accident intentionally inflicted by someone else?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_49a,How long did [name] survive after the injury or accident? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_49b,How long did [name] survive after the injury or accident?,Child,0,
c5_01,Was care sought outside the home while the deceased had this illness?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_1,Care sought - traditional healer,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_2,Care sought - homeopath,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_3,Care sought - religious leader,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_4,Care sought - government hospital,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_5,Care sought - government health center or clinic,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_6,Care sought - private hospital,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_7,Care sought - community based practitioner,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_8,Care sought - trained birth attendant,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_9,Care sought - private physician,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_10,Care sought - pharmacy,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_11a,Care sought - other provider,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_11b,Care sought - other provider specified,Child,0,
c5_02_12,"Care sought - relative, friend",Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_13,Care sought - refused,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_14,Care sought - don't know,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_04,Do you have any health records that belonged to the deceased?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_05,Can I see the health records?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_06_1d,Record the dates of the two most recent visits [day],Child,1,"99 ""Don't Know"""
c5_06_1m,Record the dates of the two most recent visits [month],Child,1,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
c5_06_1y,Record the dates of the two most recent visits [year],Child,1,"9999 ""Don't Know"""
c5_06_2d,Record the dates of the two most recent visits [day],Child,1,"99 ""Don't Know"""
c5_06_2m,Record the dates of the two most recent visits [month],Child,1,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
c5_06_2y,Record the dates of the two most recent visits [year],Child,1,"9999 ""Don't Know"""
c5_07_1,Record the two most recent weights on those dates,Child,0,
c5_07_2,Record the two most recent weights on those dates,Child,0,
c5_08d,Record the date of the last note [day],Child,0,"99 ""Don't Know"""
c5_08m,Record the date of the last note [month],Child,0,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
c5_08y,Record the date of the last note [year],Child,0,"9999 ""Don't Know"""
c5_10,Was a death certificate issued?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_11,Can I see the death certificate?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_12,Record the immediate cause of death from the certificate.,Child,0,
c5_13,Record the first underlying cause of death from the certificate.,Child,0,
c5_14,Record the second underlying cause of death from the certificate.,Child,0,
c5_15,Record the third underlying cause of death from the certificate.,Child,0,
c5_16,Record the contributing cause(s) of death from the certificate.,Child,0,
c5_17,Has the deceased's (biological) mother ever been tested for HIV?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_18,Was the HIV test ever positive?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_19,Has the deceased's (biological) mother ever been told she had AIDS by a health worker?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
word_diseas,"The open narratives contained the word or stem ""diseas""",Child,1,
word_final,"The open narratives contained the word or stem ""final""",Child,1,
word_child,"The open narratives contained the word or stem ""child""",Child,1,
word_condit,"The open narratives contained the word or stem ""condit""",Child,1,
word_digest,"The open narratives contained the word or stem ""digest""",Child,1,
word_glucos,"The open narratives contained the word or stem ""glucos""",Child,1,
word_bodi,"The open narratives contained the word or stem ""bodi""",Child,1,
word_tetanus,"The open narratives contained the word or stem ""tetanus""",Child,1,
word_hand,"The open narratives contained the word or stem ""hand""",Child,1,
word_failur,"The open narratives contained the word or stem ""failur""",Child,1,
word_reduc,"The open narratives contained the word or stem ""reduc""",Child,1,
word_son,"The open narratives contained the word or stem ""son""",Child,1,
word_breath,"The open narratives contained the word or stem ""breath""",Child,1,
word_look,"The open narratives contained the word or stem ""look""",Child,1,
word_till,"The open narratives contained the word or stem ""till""",Child,1,
word_spot,"The open narratives contained the word or stem ""spot""",Child,1,
word_proper,"The open narratives contained the word or stem ""proper""",Child,1,
word_medic,"The open narratives contained the word or stem ""medic""",Child,1,
word_found,"The open narratives contained the word or stem ""found""",Child,1,
word_girl,"The open narratives contained the word or stem ""girl""",Child,1,
word_ray,"The open narratives contained the word or stem ""ray""",Child,1,
word_babi,"The open narratives contained the word or stem ""babi""",Child,1,
word_privat,"The open narratives contained the word or stem ""privat""",Child,1,
word_reason,"The open narratives contained the word or stem ""reason""",Child,1,
word_poison,"The open narratives contained the word or stem ""poison""",Child,1,
word_bring,"The open narratives contained the word or stem ""bring""",Child,1,
word_renal,"The open narratives contained the word or stem ""renal""",Child,1,
word_rash,"The open narratives contained the word or stem ""rash""",Child,1,
word_healthi,"The open narratives contained the word or stem ""healthi""",Child,1,
word_interview,"The open narratives contained the word or stem ""interview""",Child,1,
word_acquir,"The open narratives contained the word or stem ""acquir""",Child,1,
word_accid,"The open narratives contained the word or stem ""accid""",Child,1,
word_test,"The open narratives contained the word or stem ""test""",Child,1,
word_cough,"The open narratives contained the word or stem ""cough""",Child,1,
word_respiratori,"The open narratives contained the word or stem ""respiratori""",Child,1,
word_mother,"The open narratives contained the word or stem ""mother""",Child,1,
word_traffic,"The open narratives contained the word or stem ""traffic""",Child,1,
word_hospit,"The open narratives contained the word or stem ""hospit""",Child,1,
word_come,"The open narratives contained the word or stem ""come""",Child,1,
word_abdomen,"The open narratives contained the word or stem ""abdomen""",Child,1,
word_abl,"The open narratives contained the word or stem ""abl""",Child,1,
word_result,"The open narratives contained the word or stem ""result""",Child,1,
word_pregnanc,"The open narratives contained the word or stem ""pregnanc""",Child,1,
word_suffer,"The open narratives contained the word or stem ""suffer""",Child,1,
word_check,"The open narratives contained the word or stem ""check""",Child,1,
word_pass,"The open narratives contained the word or stem ""pass""",Child,1,
word_famili,"The open narratives contained the word or stem ""famili""",Child,1,
word_die,"The open narratives contained the word or stem ""die""",Child,1,
word_road,"The open narratives contained the word or stem ""road""",Child,1,
word_colleg,"The open narratives contained the word or stem ""colleg""",Child,1,
word_dengu,"The open narratives contained the word or stem ""dengu""",Child,1,
word_doctor,"The open narratives contained the word or stem ""doctor""",Child,1,
word_drown,"The open narratives contained the word or stem ""drown""",Child,1,
word_tumor,"The open narratives contained the word or stem ""tumor""",Child,1,
word_cardio,"The open narratives contained the word or stem ""cardio""",Child,1,
word_eat,"The open narratives contained the word or stem ""eat""",Child,1,
word_fall,"The open narratives contained the word or stem ""fall""",Child,1,
word_examin,"The open narratives contained the word or stem ""examin""",Child,1,
word_acidosi,"The open narratives contained the word or stem ""acidosi""",Child,1,
word_fire,"The open narratives contained the word or stem ""fire""",Child,1,
word_fit,"The open narratives contained the word or stem ""fit""",Child,1,
word_sepsi,"The open narratives contained the word or stem ""sepsi""",Child,1,
word_nilouf,"The open narratives contained the word or stem ""nilouf""",Child,1,
word_happen,"The open narratives contained the word or stem ""happen""",Child,1,
word_head,"The open narratives contained the word or stem ""head""",Child,1,
word_headach,"The open narratives contained the word or stem ""headach""",Child,1,
word_skin,"The open narratives contained the word or stem ""skin""",Child,1,
word_blood,"The open narratives contained the word or stem ""blood""",Child,1,
word_home,"The open narratives contained the word or stem ""home""",Child,1,
word_hypertens,"The open narratives contained the word or stem ""hypertens""",Child,1,
word_immedi,"The open narratives contained the word or stem ""immedi""",Child,1,
word_bad,"The open narratives contained the word or stem ""bad""",Child,1,
word_inject,"The open narratives contained the word or stem ""inject""",Child,1,
word_left,"The open narratives contained the word or stem ""left""",Child,1,
word_leg,"The open narratives contained the word or stem ""leg""",Child,1,
word_daughter,"The open narratives contained the word or stem ""daughter""",Child,1,
word_malnutrit,"The open narratives contained the word or stem ""malnutrit""",Child,1,
word_milk,"The open narratives contained the word or stem ""milk""",Child,1,
word_clock,"The open narratives contained the word or stem ""clock""",Child,1,
word_anemia,"The open narratives contained the word or stem ""anemia""",Child,1,
word_nilof,"The open narratives contained the word or stem ""nilof""",Child,1,
word_complain,"The open narratives contained the word or stem ""complain""",Child,1,
word_hour,"The open narratives contained the word or stem ""hour""",Child,1,
word_nurs,"The open narratives contained the word or stem ""nurs""",Child,1,
word_snake,"The open narratives contained the word or stem ""snake""",Child,1,
word_pain,"The open narratives contained the word or stem ""pain""",Child,1,
word_pneumonia,"The open narratives contained the word or stem ""pneumonia""",Child,1,
word_polic,"The open narratives contained the word or stem ""polic""",Child,1,
word_provid,"The open narratives contained the word or stem ""provid""",Child,1,
word_boy,"The open narratives contained the word or stem ""boy""",Child,1,
word_recov,"The open narratives contained the word or stem ""recov""",Child,1,
word_malaria,"The open narratives contained the word or stem ""malaria""",Child,1,
word_asthma,"The open narratives contained the word or stem ""asthma""",Child,1,
word_explain,"The open narratives contained the word or stem ""explain""",Child,1,
word_scan,"The open narratives contained the word or stem ""scan""",Child,1,
word_gandhi,"The open narratives contained the word or stem ""gandhi""",Child,1,
word_born,"The open narratives contained the word or stem ""born""",Child,1,
word_lung,"The open narratives contained the word or stem ""lung""",Child,1,
word_stomach,"The open narratives contained the word or stem ""stomach""",Child,1,
word_difficulti,"The open narratives contained the word or stem ""difficulti""",Child,1,
word_weak,"The open narratives contained the word or stem ""weak""",Child,1,
word_client,"The open narratives contained the word or stem ""client""",Child,1,
word_time,"The open narratives contained the word or stem ""time""",Child,1,
word_told,"The open narratives contained the word or stem ""told""",Child,1,
word_transfus,"The open narratives contained the word or stem ""transfus""",Child,1,
word_treat,"The open narratives contained the word or stem ""treat""",Child,1,
word_unconsci,"The open narratives contained the word or stem ""unconsci""",Child,1,
word_water,"The open narratives contained the word or stem ""water""",Child,1,
word_loos,"The open narratives contained the word or stem ""loos""",Child,1,
word_week,"The open narratives contained the word or stem ""week""",Child,1,
word_stool,"The open narratives contained the word or stem ""stool""",Child,1,
word_ill,"The open narratives contained the word or stem ""ill""",Child,1,
word_lot,"The open narratives contained the word or stem ""lot""",Child,1,
word_jaundic,"The open narratives contained the word or stem ""jaundic""",Child,1,
word_communiti,"The open narratives contained the word or stem ""communiti""",Child,1,
word_health,"The open narratives contained the word or stem ""health""",Child,1,
word_deliv,"The open narratives contained the word or stem ""deliv""",Child,1,
word_drink,"The open narratives contained the word or stem ""drink""",Child,1,
word_servic,"The open narratives contained the word or stem ""servic""",Child,1,
word_fine,"The open narratives contained the word or stem ""fine""",Child,1,
word_eye,"The open narratives contained the word or stem ""eye""",Child,1,
word_particip,"The open narratives contained the word or stem ""particip""",Child,1,
word_money,"The open narratives contained the word or stem ""money""",Child,1,
word_chest,"The open narratives contained the word or stem ""chest""",Child,1,
word_increas,"The open narratives contained the word or stem ""increas""",Child,1,
word_live,"The open narratives contained the word or stem ""live""",Child,1,
word_expir,"The open narratives contained the word or stem ""expir""",Child,1,
word_normal,"The open narratives contained the word or stem ""normal""",Child,1,
word_brain,"The open narratives contained the word or stem ""brain""",Child,1,
word_stay,"The open narratives contained the word or stem ""stay""",Child,1,
word_urin,"The open narratives contained the word or stem ""urin""",Child,1,
word_remov,"The open narratives contained the word or stem ""remov""",Child,1,
word_admit,"The open narratives contained the word or stem ""admit""",Child,1,
word_bite,"The open narratives contained the word or stem ""bite""",Child,1,
word_center,"The open narratives contained the word or stem ""center""",Child,1,
word_measl,"The open narratives contained the word or stem ""measl""",Child,1,
word_kept,"The open narratives contained the word or stem ""kept""",Child,1,
word_especi,"The open narratives contained the word or stem ""especi""",Child,1,
word_neck,"The open narratives contained the word or stem ""neck""",Child,1,
word_serious,"The open narratives contained the word or stem ""serious""",Child,1,
word_due,"The open narratives contained the word or stem ""due""",Child,1,
word_care,"The open narratives contained the word or stem ""care""",Child,1,
word_day,"The open narratives contained the word or stem ""day""",Child,1,
word_pox,"The open narratives contained the word or stem ""pox""",Child,1,
word_hiv,"The open narratives contained the word or stem ""hiv""",Child,1,
word_icu,"The open narratives contained the word or stem ""icu""",Child,1,
word_start,"The open narratives contained the word or stem ""start""",Child,1,
word_nose,"The open narratives contained the word or stem ""nose""",Child,1,
word_leukemia,"The open narratives contained the word or stem ""leukemia""",Child,1,
word_caus,"The open narratives contained the word or stem ""caus""",Child,1,
word_near,"The open narratives contained the word or stem ""near""",Child,1,
word_morn,"The open narratives contained the word or stem ""morn""",Child,1,
word_vomit,"The open narratives contained the word or stem ""vomit""",Child,1,
word_accord,"The open narratives contained the word or stem ""accord""",Child,1,
word_gastric,"The open narratives contained the word or stem ""gastric""",Child,1,
word_receiv,"The open narratives contained the word or stem ""receiv""",Child,1,
word_coma,"The open narratives contained the word or stem ""coma""",Child,1,
word_father,"The open narratives contained the word or stem ""father""",Child,1,
word_clinic,"The open narratives contained the word or stem ""clinic""",Child,1,
word_emerg,"The open narratives contained the word or stem ""emerg""",Child,1,
word_month,"The open narratives contained the word or stem ""month""",Child,1,
word_birth,"The open narratives contained the word or stem ""birth""",Child,1,
word_treatment,"The open narratives contained the word or stem ""treatment""",Child,1,
word_sick,"The open narratives contained the word or stem ""sick""",Child,1,
word_dehydr,"The open narratives contained the word or stem ""dehydr""",Child,1,
word_prescrib,"The open narratives contained the word or stem ""prescrib""",Child,1,
word_children,"The open narratives contained the word or stem ""children""",Child,1,
word_motion,"The open narratives contained the word or stem ""motion""",Child,1,
word_refer,"The open narratives contained the word or stem ""refer""",Child,1,
word_ward,"The open narratives contained the word or stem ""ward""",Child,1,
word_certif,"The open narratives contained the word or stem ""certif""",Child,1,
word_advis,"The open narratives contained the word or stem ""advis""",Child,1,
word_hous,"The open narratives contained the word or stem ""hous""",Child,1,
word_medicin,"The open narratives contained the word or stem ""medicin""",Child,1,
word_play,"The open narratives contained the word or stem ""play""",Child,1,
word_heart,"The open narratives contained the word or stem ""heart""",Child,1,
word_diarrhea,"The open narratives contained the word or stem ""diarrhea""",Child,1,
word_baby,"The open narratives contained the word or stem ""baby""",Child,1,
word_mouth,"The open narratives contained the word or stem ""mouth""",Child,1,
word_sever,"The open narratives contained the word or stem ""sever""",Child,1,
word_shock,"The open narratives contained the word or stem ""shock""",Child,1,
word_dead,"The open narratives contained the word or stem ""dead""",Child,1,
word_oper,"The open narratives contained the word or stem ""oper""",Child,1,
word_night,"The open narratives contained the word or stem ""night""",Child,1,
word_indraw,"The open narratives contained the word or stem ""indraw""",Child,1,
word_provinci,"The open narratives contained the word or stem ""provinci""",Child,1,
word_cancer,"The open narratives contained the word or stem ""cancer""",Child,1,
word_brought,"The open narratives contained the word or stem ""brought""",Child,1,
word_even,"The open narratives contained the word or stem ""even""",Child,1,
word_convuls,"The open narratives contained the word or stem ""convuls""",Child,1,
word_addit,"The open narratives contained the word or stem ""addit""",Child,1,
word_deceas,"The open narratives contained the word or stem ""deceas""",Child,1,
word_take,"The open narratives contained the word or stem ""take""",Child,1,
word_oxygen,"The open narratives contained the word or stem ""oxygen""",Child,1,
word_infect,"The open narratives contained the word or stem ""infect""",Child,1,
word_cold,"The open narratives contained the word or stem ""cold""",Child,1,
word_misplac,"The open narratives contained the word or stem ""misplac""",Child,1,
word_swell,"The open narratives contained the word or stem ""swell""",Child,1,
word_respond,"The open narratives contained the word or stem ""respond""",Child,1,
word_transfer,"The open narratives contained the word or stem ""transfer""",Child,1,
word_thank,"The open narratives contained the word or stem ""thank""",Child,1,
word_cri,"The open narratives contained the word or stem ""cri""",Child,1,
word_sudden,"The open narratives contained the word or stem ""sudden""",Child,1,
word_continu,"The open narratives contained the word or stem ""continu""",Child,1,
word_sent,"The open narratives contained the word or stem ""sent""",Child,1,
word_stop,"The open narratives contained the word or stem ""stop""",Child,1,
word_get,"The open narratives contained the word or stem ""get""",Child,1,
word_fever,"The open narratives contained the word or stem ""fever""",Child,1,
word_notic,"The open narratives contained the word or stem ""notic""",Child,1,
word_hole,"The open narratives contained the word or stem ""hole""",Child,1,
word_kidney,"The open narratives contained the word or stem ""kidney""",Child,1,
word_bluish,"The open narratives contained the word or stem ""bluish""",Child,1,
word_yellow,"The open narratives contained the word or stem ""yellow""",Child,1,
word_injuri,"The open narratives contained the word or stem ""injuri""",Child,1,
word_pulmonari,"The open narratives contained the word or stem ""pulmonari""",Child,1,
word_lost,"The open narratives contained the word or stem ""lost""",Neonate,1,
word_insid,"The open narratives contained the word or stem ""insid""",Neonate,1,
word_remov,"The open narratives contained the word or stem ""remov""",Neonate,1,
word_induc,"The open narratives contained the word or stem ""induc""",Neonate,1,
word_record,"The open narratives contained the word or stem ""record""",Neonate,1,
word_bag,"The open narratives contained the word or stem ""bag""",Neonate,1,
word_ultrasound,"The open narratives contained the word or stem ""ultrasound""",Neonate,1,
word_august,"The open narratives contained the word or stem ""august""",Neonate,1,
word_sent,"The open narratives contained the word or stem ""sent""",Neonate,1,
word_date,"The open narratives contained the word or stem ""date""",Neonate,1,
word_pulmonari,"The open narratives contained the word or stem ""pulmonari""",Neonate,1,
word_die,"The open narratives contained the word or stem ""die""",Neonate,1,
word_midwif,"The open narratives contained the word or stem ""midwif""",Neonate,1,
word_respond,"The open narratives contained the word or stem ""respond""",Neonate,1,
word_interview,"The open narratives contained the word or stem ""interview""",Neonate,1,
word_result,"The open narratives contained the word or stem ""result""",Neonate,1,
word_septemb,"The open narratives contained the word or stem ""septemb""",Neonate,1,
word_son,"The open narratives contained the word or stem ""son""",Neonate,1,
word_daughter,"The open narratives contained the word or stem ""daughter""",Neonate,1,
word_night,"The open narratives contained the word or stem ""night""",Neonate,1,
word_gandhi,"The open narratives contained the word or stem ""gandhi""",Neonate,1,
word_attend,"The open narratives contained the word or stem ""attend""",Neonate,1,
word_particip,"The open narratives contained the word or stem ""particip""",Neonate,1,
word_bodi,"The open narratives contained the word or stem ""bodi""",Neonate,1,
word_medic,"The open narratives contained the word or stem ""medic""",Neonate,1,
word_care,"The open narratives contained the word or stem ""care""",Neonate,1,
word_swell,"The open narratives contained the word or stem ""swell""",Neonate,1,
word_tagbilaran,"The open narratives contained the word or stem ""tagbilaran""",Neonate,1,
word_skin,"The open narratives contained the word or stem ""skin""",Neonate,1,
word_especi,"The open narratives contained the word or stem ""especi""",Neonate,1,
word_take,"The open narratives contained the word or stem ""take""",Neonate,1,
word_placenta,"The open narratives contained the word or stem ""placenta""",Neonate,1,
word_reason,"The open narratives contained the word or stem ""reason""",Neonate,1,
word_notic,"The open narratives contained the word or stem ""notic""",Neonate,1,
word_anymor,"The open narratives contained the word or stem ""anymor""",Neonate,1,
word_boy,"The open narratives contained the word or stem ""boy""",Neonate,1,
word_ventil,"The open narratives contained the word or stem ""ventil""",Neonate,1,
word_breath,"The open narratives contained the word or stem ""breath""",Neonate,1,
word_weight,"The open narratives contained the word or stem ""weight""",Neonate,1,
word_pain,"The open narratives contained the word or stem ""pain""",Neonate,1,
word_hospit,"The open narratives contained the word or stem ""hospit""",Neonate,1,
word_cesarean,"The open narratives contained the word or stem ""cesarean""",Neonate,1,
word_littl,"The open narratives contained the word or stem ""littl""",Neonate,1,
word_femal,"The open narratives contained the word or stem ""femal""",Neonate,1,
word_check,"The open narratives contained the word or stem ""check""",Neonate,1,
word_heartbeat,"The open narratives contained the word or stem ""heartbeat""",Neonate,1,
word_posit,"The open narratives contained the word or stem ""posit""",Neonate,1,
word_child,"The open narratives contained the word or stem ""child""",Neonate,1,
word_client,"The open narratives contained the word or stem ""client""",Neonate,1,
word_clock,"The open narratives contained the word or stem ""clock""",Neonate,1,
word_neck,"The open narratives contained the word or stem ""neck""",Neonate,1,
word_convuls,"The open narratives contained the word or stem ""convuls""",Neonate,1,
word_mouth,"The open narratives contained the word or stem ""mouth""",Neonate,1,
word_twin,"The open narratives contained the word or stem ""twin""",Neonate,1,
word_complet,"The open narratives contained the word or stem ""complet""",Neonate,1,
word_healthi,"The open narratives contained the word or stem ""healthi""",Neonate,1,
word_nose,"The open narratives contained the word or stem ""nose""",Neonate,1,
word_weak,"The open narratives contained the word or stem ""weak""",Neonate,1,
word_day,"The open narratives contained the word or stem ""day""",Neonate,1,
word_health,"The open narratives contained the word or stem ""health""",Neonate,1,
word_muhimbili,"The open narratives contained the word or stem ""muhimbili""",Neonate,1,
word_home,"The open narratives contained the word or stem ""home""",Neonate,1,
word_mother,"The open narratives contained the word or stem ""mother""",Neonate,1,
word_morn,"The open narratives contained the word or stem ""morn""",Neonate,1,
word_misplac,"The open narratives contained the word or stem ""misplac""",Neonate,1,
word_happen,"The open narratives contained the word or stem ""happen""",Neonate,1,
word_decid,"The open narratives contained the word or stem ""decid""",Neonate,1,
word_baby,"The open narratives contained the word or stem ""baby""",Neonate,1,
word_pass,"The open narratives contained the word or stem ""pass""",Neonate,1,
word_lot,"The open narratives contained the word or stem ""lot""",Neonate,1,
word_nilouf,"The open narratives contained the word or stem ""nilouf""",Neonate,1,
word_ladi,"The open narratives contained the word or stem ""ladi""",Neonate,1,
word_neonatorum,"The open narratives contained the word or stem ""neonatorum""",Neonate,1,
word_section,"The open narratives contained the word or stem ""section""",Neonate,1,
word_labor,"The open narratives contained the word or stem ""labor""",Neonate,1,
word_didn,"The open narratives contained the word or stem ""didn""",Neonate,1,
word_hypertens,"The open narratives contained the word or stem ""hypertens""",Neonate,1,
word_distress,"The open narratives contained the word or stem ""distress""",Neonate,1,
word_difficult,"The open narratives contained the word or stem ""difficult""",Neonate,1,
word_june,"The open narratives contained the word or stem ""june""",Neonate,1,
word_afternoon,"The open narratives contained the word or stem ""afternoon""",Neonate,1,
word_certif,"The open narratives contained the word or stem ""certif""",Neonate,1,
word_stop,"The open narratives contained the word or stem ""stop""",Neonate,1,
word_injuri,"The open narratives contained the word or stem ""injuri""",Neonate,1,
word_pneumothorax,"The open narratives contained the word or stem ""pneumothorax""",Neonate,1,
word_womb,"The open narratives contained the word or stem ""womb""",Neonate,1,
word_immedi,"The open narratives contained the word or stem ""immedi""",Neonate,1,
word_svd,"The open narratives contained the word or stem ""svd""",Neonate,1,
word_live,"The open narratives contained the word or stem ""live""",Neonate,1,
word_explain,"The open narratives contained the word or stem ""explain""",Neonate,1,
word_hand,"The open narratives contained the word or stem ""hand""",Neonate,1,
word_girl,"The open narratives contained the word or stem ""girl""",Neonate,1,
word_glucos,"The open narratives contained the word or stem ""glucos""",Neonate,1,
word_told,"The open narratives contained the word or stem ""told""",Neonate,1,
word_feel,"The open narratives contained the word or stem ""feel""",Neonate,1,
word_fever,"The open narratives contained the word or stem ""fever""",Neonate,1,
word_birth,"The open narratives contained the word or stem ""birth""",Neonate,1,
word_movement,"The open narratives contained the word or stem ""movement""",Neonate,1,
word_cri,"The open narratives contained the word or stem ""cri""",Neonate,1,
word_syndrom,"The open narratives contained the word or stem ""syndrom""",Neonate,1,
word_head,"The open narratives contained the word or stem ""head""",Neonate,1,
word_privat,"The open narratives contained the word or stem ""privat""",Neonate,1,
word_sudden,"The open narratives contained the word or stem ""sudden""",Neonate,1,
word_develop,"The open narratives contained the word or stem ""develop""",Neonate,1,
word_scan,"The open narratives contained the word or stem ""scan""",Neonate,1,
word_expir,"The open narratives contained the word or stem ""expir""",Neonate,1,
word_note,"The open narratives contained the word or stem ""note""",Neonate,1,
word_transfer,"The open narratives contained the word or stem ""transfer""",Neonate,1,
word_experienc,"The open narratives contained the word or stem ""experienc""",Neonate,1,
word_fine,"The open narratives contained the word or stem ""fine""",Neonate,1,
word_dead,"The open narratives contained the word or stem ""dead""",Neonate,1,
word_seven,"The open narratives contained the word or stem ""seven""",Neonate,1,
word_prenat,"The open narratives contained the word or stem ""prenat""",Neonate,1,
word_kept,"The open narratives contained the word or stem ""kept""",Neonate,1,
word_pregnanc,"The open narratives contained the word or stem ""pregnanc""",Neonate,1,
word_lung,"The open narratives contained the word or stem ""lung""",Neonate,1,
word_diarrhea,"The open narratives contained the word or stem ""diarrhea""",Neonate,1,
word_time,"The open narratives contained the word or stem ""time""",Neonate,1,
word_help,"The open narratives contained the word or stem ""help""",Neonate,1,
word_drink,"The open narratives contained the word or stem ""drink""",Neonate,1,
word_preterm,"The open narratives contained the word or stem ""preterm""",Neonate,1,
word_cervix,"The open narratives contained the word or stem ""cervix""",Neonate,1,
word_normal,"The open narratives contained the word or stem ""normal""",Neonate,1,
word_color,"The open narratives contained the word or stem ""color""",Neonate,1,
word_abdomen,"The open narratives contained the word or stem ""abdomen""",Neonate,1,
word_nurs,"The open narratives contained the word or stem ""nurs""",Neonate,1,
word_examin,"The open narratives contained the word or stem ""examin""",Neonate,1,
word_neonat,"The open narratives contained the word or stem ""neonat""",Neonate,1,
word_stillbirth,"The open narratives contained the word or stem ""stillbirth""",Neonate,1,
word_final,"The open narratives contained the word or stem ""final""",Neonate,1,
word_move,"The open narratives contained the word or stem ""move""",Neonate,1,
word_bwt,"The open narratives contained the word or stem ""bwt""",Neonate,1,
word_regular,"The open narratives contained the word or stem ""regular""",Neonate,1,
word_month,"The open narratives contained the word or stem ""month""",Neonate,1,
word_anemia,"The open narratives contained the word or stem ""anemia""",Neonate,1,
word_abl,"The open narratives contained the word or stem ""abl""",Neonate,1,
word_even,"The open narratives contained the word or stem ""even""",Neonate,1,
